Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,Director_Encoded
dunkirk,0.6964285714285715,0.925925925925926,PG-13,christopher nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance",0.2214022140221402,"fionn whitehead, barry keoghan, mark rylance","['fionn whitehead', 'barry keoghan', 'mark rylance']","['fionn whitehead', 'barry keoghan', 'mark rylance']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415
blackberry,0.6250000000000002,0.9814814814814814,R,matt johnson,"Jacquie Mc, Nish, Sean Silcoff, Matt Johnson",0.2730627306273063,"jacquie mc, nish, sean silcoff, matt johnson","['jacquie mc', 'nish', 'sean silcoff', 'matt johnson']","['jacquie mc', 'nish', 'sean silcoff', 'matt johnson']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527
the impossible,0.642857142857143,0.8796296296296297,PG-13,j.a. bayona,"Naomi Watts, Ewan Mc, Gregor, Tom Holland",0.2509225092250922,"naomi watts, ewan mc, gregor, tom holland","['naomi watts', 'ewan mc', 'gregor', 'tom holland']","['naomi watts', 'ewan mc', 'gregor', 'tom holland']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932
the promised land,0.6785714285714287,0.9814814814814814,R,nikolaj arcel,"Mads Mikkelsen, Amanda Collin, Simon Bennebjerg",0.2988929889298893,"mads mikkelsen, amanda collin, simon bennebjerg","['mads mikkelsen', 'amanda collin', 'simon bennebjerg']","['mads mikkelsen', 'amanda collin', 'simon bennebjerg']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711
black hawk down,0.6785714285714287,0.7777777777777778,R,ridley scott,"Josh Hartnett, Ewan Mc, Gregor, Tom Sizemore",0.3616236162361623,"josh hartnett, ewan mc, gregor, tom sizemore","['josh hartnett', 'ewan mc', 'gregor', 'tom sizemore']","['josh hartnett', 'ewan mc', 'gregor', 'tom sizemore']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952
the favourite,0.642857142857143,0.9351851851851852,R,yorgos lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz",0.2693726937269373,"olivia colman, emma stone, rachel weisz","['olivia colman', 'emma stone', 'rachel weisz']","['olivia colman', 'emma stone', 'rachel weisz']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459
the taste of things,0.642857142857143,0.9814814814814814,PG-13,anh hung tran,"Juliette Binoche, Benoît Magimel, Emmanuel Salinger",0.3284132841328413,"juliette binoche, benoît magimel, emmanuel salinger","['juliette binoche', 'benoît magimel', 'emmanuel salinger']","['juliette binoche', 'benoît magimel', 'emmanuel salinger']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133
society of the snow,0.6964285714285715,0.9814814814814814,R,j.a. bayona,"J.A. Bayona, Bernat Vilaplana, Jaime Marques",0.3616236162361623,"j.a. bayona, bernat vilaplana, jaime marques","['j.a. bayona', 'bernat vilaplana', 'jaime marques']","['j.a. bayona', 'bernat vilaplana', 'jaime marques']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932
hidden figures,0.6964285714285715,0.9166666666666666,PG,theodore melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe",0.2988929889298893,"taraji p. henson, octavia spencer, janelle monáe","['taraji p. henson', 'octavia spencer', 'janelle monáe']","['taraji p. henson', 'octavia spencer', 'janelle monáe']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277
sound of freedom,0.6607142857142858,0.9814814814814814,PG-13,alejandro monteverde,"Jim Caviezel, Mira Sorvino, Bill Camp",0.3136531365313653,"jim caviezel, mira sorvino, bill camp","['jim caviezel', 'mira sorvino', 'bill camp']","['jim caviezel', 'mira sorvino', 'bill camp']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
the big short,0.6964285714285715,0.9074074074074074,R,adam mckay,"Christian Bale, Steve Carell, Ryan Gosling",0.3099630996309963,"christian bale, steve carell, ryan gosling","['christian bale', 'steve carell', 'ryan gosling']","['christian bale', 'steve carell', 'ryan gosling']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
the northman,0.5535714285714287,0.9722222222222222,R,robert eggers,"Alexander Skarsgård, Nicole Kidman, Claes Bang",0.3357933579335793,"alexander skarsgård, nicole kidman, claes bang","['alexander skarsgård', 'nicole kidman', 'claes bang']","['alexander skarsgård', 'nicole kidman', 'claes bang']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
hacksaw ridge,0.75,0.9166666666666666,R,mel gibson,"Andrew Garfield, Sam Worthington, Luke Bracey",0.3431734317343173,"andrew garfield, sam worthington, luke bracey","['andrew garfield', 'sam worthington', 'luke bracey']","['andrew garfield', 'sam worthington', 'luke bracey']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551
one life,0.642857142857143,0.9814814814814814,PG,james hawes,"Anthony Hopkins, Lena Olin, Johnny Flynn",0.2324723247232472,"anthony hopkins, lena olin, johnny flynn","['anthony hopkins', 'lena olin', 'johnny flynn']","['anthony hopkins', 'lena olin', 'johnny flynn']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971
wicked little letters,0.5535714285714287,0.9814814814814814,R,thea sharrock,"Jessie Buckley, Olivia Colman, Timothy Spall",0.1992619926199262,"jessie buckley, olivia colman, timothy spall","['jessie buckley', 'olivia colman', 'timothy spall']","['jessie buckley', 'olivia colman', 'timothy spall']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276
tombstone,0.6964285714285715,0.7037037037037037,R,george p. cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott",0.3099630996309963,"kurt russell, val kilmer, sam elliott","['kurt russell', 'val kilmer', 'sam elliott']","['kurt russell', 'val kilmer', 'sam elliott']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777
kingdom of heaven,0.6071428571428572,0.8148148148148148,R,ridley scott,"Orlando Bloom, Eva Green, Liam Neeson",0.3616236162361623,"orlando bloom, eva green, liam neeson","['orlando bloom', 'eva green', 'liam neeson']","['orlando bloom', 'eva green', 'liam neeson']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952
sight,0.5892857142857144,0.9814814814814814,PG-13,andrew hyatt,"Terry Chen, Greg Kinnear, Natasha Mumba",0.2103321033210332,"terry chen, greg kinnear, natasha mumba","['terry chen', 'greg kinnear', 'natasha mumba']","['terry chen', 'greg kinnear', 'natasha mumba']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
dark waters,0.6607142857142858,0.9444444444444444,PG-13,todd haynes,"Mark Ruffalo, Anne Hathaway, Tim Robbins",0.2952029520295203,"mark ruffalo, anne hathaway, tim robbins","['mark ruffalo', 'anne hathaway', 'tim robbins']","['mark ruffalo', 'anne hathaway', 'tim robbins']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315
ferrari,0.4464285714285716,0.9814814814814814,R,michael mann,"Adam Driver, Shailene Woodley, Giuseppe Festinese",0.3099630996309963,"adam driver, shailene woodley, giuseppe festinese","['adam driver', 'shailene woodley', 'giuseppe festinese']","['adam driver', 'shailene woodley', 'giuseppe festinese']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588
the zone of interest,0.6250000000000002,0.9814814814814814,PG-13,jonathan glazer,"Christian Friedel, Sandra Hüller, Johann Karthaus",0.2177121771217712,"christian friedel, sandra hüller, johann karthaus","['christian friedel', 'sandra hüller', 'johann karthaus']","['christian friedel', 'sandra hüller', 'johann karthaus']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1182
teri baaton mein aisa uljha jiya,0.4285714285714286,0.9907407407407408,R,amit joshi,"Shahid Kapoor, Kriti Sanon, Dharmendra",0.2594095940959409,"shahid kapoor, kriti sanon, dharmendra","['shahid kapoor', 'kriti sanon', 'dharmendra']","['shahid kapoor', 'kriti sanon', 'dharmendra']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
wreck-it ralph,0.6785714285714287,0.8796296296296297,PG,rich moore,"Rich Moore, Phil Johnston, Jim Reardon",0.2029520295202952,"rich moore, phil johnston, jim reardon","['rich moore', 'phil johnston', 'jim reardon']","['rich moore', 'phil johnston', 'jim reardon']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
sky high,0.4285714285714286,0.8148148148148148,PG,mike mitchell,"Kurt Russell, Kelly Preston, Michael Angarano",0.1992619926199262,"kurt russell, kelly preston, michael angarano","['kurt russell', 'kelly preston', 'michael angarano']","['kurt russell', 'kelly preston', 'michael angarano']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629
the lego movie,0.6785714285714287,0.8981481481481481,PG,phil lord,"Phil Lord, Christopher Miller, Dan Hageman",0.1992619926199262,"phil lord, christopher miller, dan hageman","['phil lord', 'christopher miller', 'dan hageman']","['phil lord', 'christopher miller', 'dan hageman']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852
the return of the living dead,0.6071428571428572,0.6296296296296295,R,dan o'bannon,"Rudy Ricci, John A. Russo, Russell Streiner",0.1660516605166052,"rudy ricci, john a. russo, russell streiner","['rudy ricci', 'john a. russo', 'russell streiner']","['rudy ricci', 'john a. russo', 'russell streiner']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471
mars attacks!,0.4464285714285716,0.7314814814814815,PG-13,tim burton,"Len Brown, Woody Gelman, Wally Wood",0.2214022140221402,"len brown, woody gelman, wally wood","['len brown', 'woody gelman', 'wally wood']","['len brown', 'woody gelman', 'wally wood']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297
robots,0.4464285714285716,0.8148148148148148,PG,chris wedge,"David Lindsay-Abaire, Lowell Ganz, Babaloo Mandel",0.1660516605166052,"david lindsay-abaire, lowell ganz, babaloo mandel","['david lindsay-abaire', 'lowell ganz', 'babaloo mandel']","['david lindsay-abaire', 'lowell ganz', 'babaloo mandel']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
incredibles ,0.642857142857143,0.9351851851851852,PG,brad bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell",0.2656826568265683,"craig t. nelson, holly hunter, sarah vowell","['craig t. nelson', 'holly hunter', 'sarah vowell']","['craig t. nelson', 'holly hunter', 'sarah vowell']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
lilo & stitch,0.6071428571428572,0.787037037037037,PG,dean deblois,"Chris Sanders, Dean De, Blois",0.1439114391143911,"chris sanders, dean de, blois","['chris sanders', 'dean de', 'blois']","['chris sanders', 'dean de', 'blois']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
minions,0.4464285714285716,0.9074074074074074,PG,kyle balda,"Sandra Bullock, Jon Hamm, Michael Keaton",0.1660516605166052,"sandra bullock, jon hamm, michael keaton","['sandra bullock', 'jon hamm', 'michael keaton']","['sandra bullock', 'jon hamm', 'michael keaton']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344
ghostbusters ii,0.4821428571428572,0.6666666666666666,PG,ivan reitman,"Dan Aykroyd, Harold Ramis",0.2287822878228782,"dan aykroyd, harold ramis","['dan aykroyd', 'harold ramis']","['dan aykroyd', 'harold ramis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929
big hero ,0.6964285714285715,0.8981481481481481,PG,don hall,"Jordan Roberts, Robert L. Baird, Daniel Gerson",0.2066420664206642,"jordan roberts, robert l. baird, daniel gerson","['jordan roberts', 'robert l. baird', 'daniel gerson']","['jordan roberts', 'robert l. baird', 'daniel gerson']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591
guardians of the galaxy vol. ,0.6607142857142858,0.925925925925926,PG-13,james gunn,"James Gunn, Dan Abnett, Andy Lanning",0.3321033210332103,"james gunn, dan abnett, andy lanning","['james gunn', 'dan abnett', 'andy lanning']","['james gunn', 'dan abnett', 'andy lanning']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970
the adam project,0.5000000000000001,0.9722222222222222,PG-13,shawn levy,"Jonathan Tropper, T.S. Nowlin, Jennifer Flackett",0.2214022140221402,"jonathan tropper, t.s. nowlin, jennifer flackett","['jonathan tropper', 't.s. nowlin', 'jennifer flackett']","['jonathan tropper', 't.s. nowlin', 'jennifer flackett']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128
time bandits,0.5357142857142859,0.5925925925925926,PG,terry gilliam,"Sean Connery, Shelley Duvall, John Cleese",0.2361623616236162,"sean connery, shelley duvall, john cleese","['sean connery', 'shelley duvall', 'john cleese']","['sean connery', 'shelley duvall', 'john cleese']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271
"honey, i shrunk the kids",0.4464285714285716,0.6666666666666666,PG,joe johnston,"Stuart Gordon, Brian Yuzna, Ed Naha",0.1734317343173431,"stuart gordon, brian yuzna, ed naha","['stuart gordon', 'brian yuzna', 'ed naha']","['stuart gordon', 'brian yuzna', 'ed naha']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094
paul,0.5357142857142859,0.8703703703703703,R,greg mottola,"Simon Pegg, Nick Frost, Seth Rogen",0.2140221402214022,"simon pegg, nick frost, seth rogen","['simon pegg', 'nick frost', 'seth rogen']","['simon pegg', 'nick frost', 'seth rogen']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817
ant-man and the wasp: quantumania,0.3928571428571429,0.9814814814814814,PG-13,peyton reed,"Jeff Loveness, Stan Lee, Larry Lieber",0.2878228782287823,"jeff loveness, stan lee, larry lieber","['jeff loveness', 'stan lee', 'larry lieber']","['jeff loveness', 'stan lee', 'larry lieber']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847
teenage mutant ninja turtles,0.5178571428571429,0.6759259259259259,PG,steve barron,"Kevin Eastman, Peter Laird, Bobby Herbeck",0.1734317343173431,"kevin eastman, peter laird, bobby herbeck","['kevin eastman', 'peter laird', 'bobby herbeck']","['kevin eastman', 'peter laird', 'bobby herbeck']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199
death race ,0.4107142857142858,0.537037037037037,R,paul bartel,"David Carradine, Sylvester Stallone, Simone Griffeth",0.1254612546125461,"david carradine, sylvester stallone, simone griffeth","['david carradine', 'sylvester stallone', 'simone griffeth']","['david carradine', 'sylvester stallone', 'simone griffeth']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783
ghostbusters,0.5178571428571429,0.9166666666666666,PG-13,paul feig,"Katie Dippold, Paul Feig, Ivan Reitman",0.2619926199261992,"katie dippold, paul feig, ivan reitman","['katie dippold', 'paul feig', 'ivan reitman']","['katie dippold', 'paul feig', 'ivan reitman']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785
galaxy quest,0.6250000000000002,0.7592592592592593,PG,dean parisot,"David Howard, Robert Gordon",0.2066420664206642,"david howard, robert gordon","['david howard', 'robert gordon']","['david howard', 'robert gordon']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553
minions: the rise of gru,0.4642857142857144,0.9722222222222222,PG,kyle balda,"Matthew Fogel, Brian Lynch",0.1512915129151291,"matthew fogel, brian lynch","['matthew fogel', 'brian lynch']","['matthew fogel', 'brian lynch']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344
despicable me,0.6607142857142858,0.861111111111111,PG,pierre coffin,"Steve Carell, Jason Segel, Russell Brand",0.1808118081180811,"steve carell, jason segel, russell brand","['steve carell', 'jason segel', 'russell brand']","['steve carell', 'jason segel', 'russell brand']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868
spaceballs,0.5714285714285715,0.6481481481481481,PG,mel brooks,"Mel Brooks, John Candy, Rick Moranis",0.1845018450184501,"mel brooks, john candy, rick moranis","['mel brooks', 'john candy', 'rick moranis']","['mel brooks', 'john candy', 'rick moranis']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550
back to the future part ii,0.6964285714285715,0.6666666666666666,PG,robert zemeckis,"Robert Zemeckis, Bob Gale",0.2287822878228782,"robert zemeckis, bob gale","['robert zemeckis', 'bob gale']","['robert zemeckis', 'bob gale']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
sonic the hedgehog ,0.4642857142857144,0.9722222222222222,PG,jeff fowler,"Pat Casey, Josh Miller, John Whittington",0.2804428044280443,"pat casey, josh miller, john whittington","['pat casey', 'josh miller', 'john whittington']","['pat casey', 'josh miller', 'john whittington']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036
men in black,0.6071428571428572,0.7407407407407407,PG-13,barry sonnenfeld,"Lowell Cunningham, Ed Solomon",0.1918819188191882,"lowell cunningham, ed solomon","['lowell cunningham', 'ed solomon']","['lowell cunningham', 'ed solomon']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
sonic the hedgehog,0.4642857142857144,0.9537037037037036,PG,jeff fowler,"Pat Casey, Josh Miller, Yuji Naka",0.1955719557195572,"pat casey, josh miller, yuji naka","['pat casey', 'josh miller', 'yuji naka']","['pat casey', 'josh miller', 'yuji naka']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036
spider-man: far from home,0.6250000000000002,0.9444444444444444,PG-13,jon watts,"Chris Mc, Kenna, Erik Sommers, Stan Lee",0.3062730627306273,"chris mc, kenna, erik sommers, stan lee","['chris mc', 'kenna', 'erik sommers', 'stan lee']","['chris mc', 'kenna', 'erik sommers', 'stan lee']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173
teenage mutant ninja turtles: mutant mayhem,0.5892857142857144,0.9814814814814814,PG,jeff rowe,"Seth Rogen, Evan Goldberg, Jeff Rowe",0.1955719557195572,"seth rogen, evan goldberg, jeff rowe","['seth rogen', 'evan goldberg', 'jeff rowe']","['seth rogen', 'evan goldberg', 'jeff rowe']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038
spider-man: into the spider-verse,0.8035714285714288,0.9351851851851852,PG,bob persichetti,"Phil Lord, Rodney Rothman",0.2619926199261992,"phil lord, rodney rothman","['phil lord', 'rodney rothman']","['phil lord', 'rodney rothman']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
thor: ragnarok,0.7142857142857144,0.925925925925926,PG-13,taika waititi,"Eric Pearson, Craig Kyle, Christopher L. Yost",0.3099630996309963,"eric pearson, craig kyle, christopher l. yost","['eric pearson', 'craig kyle', 'christopher l. yost']","['eric pearson', 'craig kyle', 'christopher l. yost']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242
don't look up,0.5892857142857144,0.962962962962963,R,adam mckay,"Adam Mc, Kay, David Sirota",0.3394833948339483,"adam mc, kay, david sirota","['adam mc', 'kay', 'david sirota']","['adam mc', 'kay', 'david sirota']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
weird science,0.4821428571428572,0.6296296296296295,PG-13,john hughes,"Anthony Michael Hall, Ilan Mitchell-Smith, Kelly Le, Brock",0.1771217712177122,"anthony michael hall, ilan mitchell-smith, kelly le, brock","['anthony michael hall', 'ilan mitchell-smith', 'kelly le', 'brock']","['anthony michael hall', 'ilan mitchell-smith', 'kelly le', 'brock']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132
guardians of the galaxy,0.7321428571428573,0.8981481481481481,PG-13,james gunn,"James Gunn, Nicole Perlman, Dan Abnett",0.2767527675276753,"james gunn, nicole perlman, dan abnett","['james gunn', 'nicole perlman', 'dan abnett']","['james gunn', 'nicole perlman', 'dan abnett']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970
thor: love and thunder,0.4107142857142858,0.9722222222222222,PG-13,taika waititi,"Taika Waititi, Jennifer Kaytin Robinson, Stan Lee",0.2656826568265683,"taika waititi, jennifer kaytin robinson, stan lee","['taika waititi', 'jennifer kaytin robinson', 'stan lee']","['taika waititi', 'jennifer kaytin robinson', 'stan lee']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242
asteroid city,0.4642857142857144,0.9814814814814814,PG-13,wes anderson,"Wes Anderson, Roman Coppola",0.2177121771217712,"wes anderson, roman coppola","['wes anderson', 'roman coppola']","['wes anderson', 'roman coppola']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414
free guy,0.5714285714285715,0.962962962962963,PG-13,shawn levy,"Matt Lieberman, Zak Penn",0.2546125461254612,"matt lieberman, zak penn","['matt lieberman', 'zak penn']","['matt lieberman', 'zak penn']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128
the suicide squad,0.5892857142857144,0.962962962962963,R,james gunn,"Margot Robbie, Idris Elba, John Cena",0.3173431734317343,"margot robbie, idris elba, john cena","['margot robbie', 'idris elba', 'john cena']","['margot robbie', 'idris elba', 'john cena']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970
about time,0.6964285714285715,0.8888888888888888,R,richard curtis,"Domhnall Gleeson, Rachel Mc, Adams, Bill Nighy",0.2841328413284133,"domhnall gleeson, rachel mc, adams, bill nighy","['domhnall gleeson', 'rachel mc', 'adams', 'bill nighy']","['domhnall gleeson', 'rachel mc', 'adams', 'bill nighy']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925
back to the future,0.8214285714285716,0.6296296296296295,PG,robert zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson",0.2583025830258302,"michael j. fox, christopher lloyd, lea thompson","['michael j. fox', 'christopher lloyd', 'lea thompson']","['michael j. fox', 'christopher lloyd', 'lea thompson']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
idiocracy,0.4642857142857144,0.8240740740740741,R,mike judge,"Mike Judge, Etan Cohen",0.1402214022140221,"mike judge, etan cohen","['mike judge', 'etan cohen']","['mike judge', 'etan cohen']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628
everything everywhere all at once,0.6964285714285715,0.9722222222222222,R,daniel kwan,"Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis",0.3431734317343173,"michelle yeoh, stephanie hsu, jamie lee curtis","['michelle yeoh', 'stephanie hsu', 'jamie lee curtis']","['michelle yeoh', 'stephanie hsu', 'jamie lee curtis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479
deadpool ,0.6607142857142858,0.9351851851851852,R,david leitch,"Rhett Reese, Paul Wernick, Ryan Reynolds",0.2693726937269373,"rhett reese, paul wernick, ryan reynolds","['rhett reese', 'paul wernick', 'ryan reynolds']","['rhett reese', 'paul wernick', 'ryan reynolds']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
ghostbusters: afterlife,0.5535714285714287,0.962962962962963,PG-13,jason reitman,"Gil Kenan, Jason Reitman, Ivan Reitman",0.2878228782287823,"gil kenan, jason reitman, ivan reitman","['gil kenan', 'jason reitman', 'ivan reitman']","['gil kenan', 'jason reitman', 'ivan reitman']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012
ghostbusters,0.6964285714285715,0.6203703703703703,PG,ivan reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver",0.2177121771217712,"bill murray, dan aykroyd, sigourney weaver","['bill murray', 'dan aykroyd', 'sigourney weaver']","['bill murray', 'dan aykroyd', 'sigourney weaver']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929
ghostbusters: frozen empire,0.4107142857142858,0.9907407407407408,PG-13,gil kenan,"Gil Kenan, Jason Reitman, Ivan Reitman",0.2546125461254612,"gil kenan, jason reitman, ivan reitman","['gil kenan', 'jason reitman', 'ivan reitman']","['gil kenan', 'jason reitman', 'ivan reitman']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787
poor things,0.7142857142857144,0.9814814814814814,R,yorgos lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe",0.3505535055350554,"emma stone, mark ruffalo, willem dafoe","['emma stone', 'mark ruffalo', 'willem dafoe']","['emma stone', 'mark ruffalo', 'willem dafoe']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459
the lost city,0.3928571428571429,0.9722222222222222,PG-13,aaron nee,"Oren Uziel, Dana Fox, Adam Nee",0.2435424354243542,"oren uziel, dana fox, adam nee","['oren uziel', 'dana fox', 'adam nee']","['oren uziel', 'dana fox', 'adam nee']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
 jump street,0.5892857142857144,0.8796296296296297,R,phil lord,"Michael Bacall, Jonah Hill, Patrick Hasburgh",0.2324723247232472,"michael bacall, jonah hill, patrick hasburgh","['michael bacall', 'jonah hill', 'patrick hasburgh']","['michael bacall', 'jonah hill', 'patrick hasburgh']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852
"lock, stock and two smoking barrels",0.75,0.75,R,guy ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran",0.2250922509225092,"jason flemyng, dexter fletcher, nick moran","['jason flemyng', 'dexter fletcher', 'nick moran']","['jason flemyng', 'dexter fletcher', 'nick moran']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838
